r_best,r_max,r_avg_full,r_avg_sub,l_avg_full,l_avg_sub,ewma,n_unique_full,n_unique_sub,n_novel_full,n_novel_sub,a_ent_full,a_ent_sub,invalid_avg_full,invalid_avg_sub,baseline,time
9.727804064750671387e-01,5.411872863769531250e-01,5.014448165893554688e-01,5.342004895210266113e-01,5.988023757934570312e+00,7.199999809265136719e+00,0.000000000000000000e+00,4.140000000000000000e+02,1.000000000000000000e+01,2.880000000000000000e+02,3.000000000000000000e+00,1.121490523219108582e-01,7.591611146926879883e-02,6.660000085830688477e-01,0.000000000000000000e+00,5.213255882263183594e-01,6.310402297973632812e+01
9.727804064750671387e-01,5.408786535263061523e-01,5.017147064208984375e-01,5.338375568389892578e-01,5.688889026641845703e+00,5.900000095367431641e+00,0.000000000000000000e+00,4.030000000000000000e+02,8.000000000000000000e+00,2.630000000000000000e+02,1.000000000000000000e+00,1.070999726653099060e-01,7.686828821897506714e-02,6.399999856948852539e-01,0.000000000000000000e+00,5.213255882263183594e-01,6.432640075683593750e+01
9.727804064750671387e-01,5.408786535263061523e-01,5.023977160453796387e-01,5.329253077507019043e-01,6.458064556121826172e+00,7.699999809265136719e+00,0.000000000000000000e+00,4.240000000000000000e+02,9.000000000000000000e+00,2.860000000000000000e+02,3.000000000000000000e+00,1.045435070991516113e-01,5.857699364423751831e-02,6.899999976158142090e-01,0.000000000000000000e+00,5.202857255935668945e-01,6.552040863037109375e+01
9.727804064750671387e-01,5.408786535263061523e-01,5.027063488960266113e-01,5.385414958000183105e-01,6.010929107666015625e+00,6.400000095367431641e+00,0.000000000000000000e+00,4.000000000000000000e+02,7.000000000000000000e+00,2.440000000000000000e+02,1.000000000000000000e+00,9.761132299900054932e-02,6.307006627321243286e-02,6.340000033378601074e-01,0.000000000000000000e+00,5.354529023170471191e-01,6.670577239990234375e+01
9.727804064750671387e-01,5.408786535263061523e-01,5.018656253814697266e-01,5.332098007202148438e-01,6.062111854553222656e+00,5.900000095367431641e+00,0.000000000000000000e+00,4.110000000000000000e+02,7.000000000000000000e+00,2.560000000000000000e+02,2.000000000000000000e+00,9.304914623498916626e-02,5.682520195841789246e-02,6.779999732971191406e-01,0.000000000000000000e+00,5.193442106246948242e-01,6.762857055664062500e+01
9.727804064750671387e-01,5.432433485984802246e-01,5.038518309593200684e-01,5.395461320877075195e-01,5.589887619018554688e+00,6.384615421295166016e+00,0.000000000000000000e+00,3.810000000000000000e+02,8.000000000000000000e+00,2.300000000000000000e+02,4.000000000000000000e+00,8.924691379070281982e-02,5.622179806232452393e-02,6.439999938011169434e-01,0.000000000000000000e+00,5.371195077896118164e-01,6.863386535644531250e+01
9.727804064750671387e-01,5.408786535263061523e-01,5.030893683433532715e-01,5.393123030662536621e-01,5.679012298583984375e+00,5.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+02,4.000000000000000000e+00,2.310000000000000000e+02,0.000000000000000000e+00,8.605168759822845459e-02,4.666225984692573547e-02,6.759999990463256836e-01,0.000000000000000000e+00,5.371195077896118164e-01,6.962619781494140625e+01
9.727804064750671387e-01,5.408786535263061523e-01,5.028194189071655273e-01,5.376477241516113281e-01,5.318749904632568359e+00,6.000000000000000000e+00,0.000000000000000000e+00,3.910000000000000000e+02,5.000000000000000000e+00,2.250000000000000000e+02,1.000000000000000000e+00,8.383373171091079712e-02,4.762633517384529114e-02,6.800000071525573730e-01,0.000000000000000000e+00,5.354529023170471191e-01,7.082923889160156250e+01
9.727804064750671387e-01,5.435956716537475586e-01,5.025863647460937500e-01,5.388305783271789551e-01,5.603773593902587891e+00,7.000000000000000000e+00,0.000000000000000000e+00,3.950000000000000000e+02,8.000000000000000000e+00,2.270000000000000000e+02,3.000000000000000000e+00,8.240970969200134277e-02,4.830133542418479919e-02,6.819999814033508301e-01,0.000000000000000000e+00,5.289575457572937012e-01,7.199900817871093750e+01
9.727804064750671387e-01,5.408786535263061523e-01,5.028626918792724609e-01,5.386508703231811523e-01,5.505555629730224609e+00,5.699999809265136719e+00,0.000000000000000000e+00,3.880000000000000000e+02,6.000000000000000000e+00,2.110000000000000000e+02,0.000000000000000000e+00,8.074370026588439941e-02,4.798365756869316101e-02,6.399999856948852539e-01,0.000000000000000000e+00,5.371195077896118164e-01,7.314617156982421875e+01
9.727804064750671387e-01,5.408786535263061523e-01,5.018671751022338867e-01,5.397508740425109863e-01,5.125000000000000000e+00,5.800000190734863281e+00,0.000000000000000000e+00,3.850000000000000000e+02,6.000000000000000000e+00,2.220000000000000000e+02,0.000000000000000000e+00,8.127941936254501343e-02,4.698177799582481384e-02,6.480000019073486328e-01,0.000000000000000000e+00,5.371195077896118164e-01,7.402883911132812500e+01
9.727804064750671387e-01,5.408786535263061523e-01,5.030336380004882812e-01,5.385863184928894043e-01,5.888888835906982422e+00,5.416666507720947266e+00,0.000000000000000000e+00,4.000000000000000000e+02,6.000000000000000000e+00,2.190000000000000000e+02,0.000000000000000000e+00,8.158944547176361084e-02,5.471451953053474426e-02,6.579999923706054688e-01,0.000000000000000000e+00,5.371195077896118164e-01,7.516162109375000000e+01
9.727804064750671387e-01,5.408786535263061523e-01,5.022707581520080566e-01,5.344181060791015625e-01,5.654321193695068359e+00,7.500000000000000000e+00,0.000000000000000000e+00,3.990000000000000000e+02,8.000000000000000000e+00,2.330000000000000000e+02,3.000000000000000000e+00,8.314868807792663574e-02,5.945051833987236023e-02,6.759999990463256836e-01,0.000000000000000000e+00,5.227211117744445801e-01,7.603299713134765625e+01
9.727804064750671387e-01,5.512423515319824219e-01,5.020968914031982422e-01,5.352300405502319336e-01,5.803278923034667969e+00,7.199999809265136719e+00,0.000000000000000000e+00,3.880000000000000000e+02,9.000000000000000000e+00,2.320000000000000000e+02,3.000000000000000000e+00,8.657045662403106689e-02,5.757619813084602356e-02,6.340000033378601074e-01,0.000000000000000000e+00,5.273523330688476562e-01,7.724871826171875000e+01
9.727804064750671387e-01,5.408786535263061523e-01,5.011650323867797852e-01,5.361825227737426758e-01,5.931034564971923828e+00,5.599999904632568359e+00,0.000000000000000000e+00,3.930000000000000000e+02,6.000000000000000000e+00,2.360000000000000000e+02,1.000000000000000000e+00,9.183461219072341919e-02,5.145289003849029541e-02,6.520000100135803223e-01,0.000000000000000000e+00,5.213255882263183594e-01,7.839733123779296875e+01
9.727804064750671387e-01,5.371195077896118164e-01,5.016773939132690430e-01,5.344501137733459473e-01,5.721590995788574219e+00,6.300000190734863281e+00,0.000000000000000000e+00,3.880000000000000000e+02,6.000000000000000000e+00,2.280000000000000000e+02,2.000000000000000000e+00,9.304035454988479614e-02,6.367699056863784790e-02,6.480000019073486328e-01,0.000000000000000000e+00,5.277254581451416016e-01,7.952890014648437500e+01
9.727804064750671387e-01,5.512423515319824219e-01,5.036960244178771973e-01,5.411748886108398438e-01,5.718120574951171875e+00,7.300000190734863281e+00,0.000000000000000000e+00,4.090000000000000000e+02,7.000000000000000000e+00,2.400000000000000000e+02,2.000000000000000000e+00,9.581698477268218994e-02,5.669946223497390747e-02,7.020000219345092773e-01,0.000000000000000000e+00,5.354377031326293945e-01,8.081424713134765625e+01
9.727804064750671387e-01,5.408786535263061523e-01,5.017697811126708984e-01,5.307890176773071289e-01,5.398809432983398438e+00,5.900000095367431641e+00,0.000000000000000000e+00,3.960000000000000000e+02,8.000000000000000000e+00,2.490000000000000000e+02,1.000000000000000000e+00,9.870336949825286865e-02,5.993855372071266174e-02,6.639999747276306152e-01,0.000000000000000000e+00,5.213255882263183594e-01,8.191170501708984375e+01
9.727804064750671387e-01,9.673252701759338379e-01,5.052012801170349121e-01,5.822184085845947266e-01,5.967032909393310547e+00,7.800000190734863281e+00,0.000000000000000000e+00,4.040000000000000000e+02,1.000000000000000000e+01,2.480000000000000000e+02,4.000000000000000000e+00,9.981294721364974976e-02,6.731224805116653442e-02,6.359999775886535645e-01,0.000000000000000000e+00,5.360276699066162109e-01,8.320827484130859375e+01
9.727804064750671387e-01,5.432433485984802246e-01,5.009974837303161621e-01,5.322667956352233887e-01,5.798816680908203125e+00,1.000000000000000000e+01,0.000000000000000000e+00,4.050000000000000000e+02,1.000000000000000000e+01,2.670000000000000000e+02,6.000000000000000000e+00,1.133556589484214783e-01,7.208271324634552002e-02,6.620000004768371582e-01,0.000000000000000000e+00,5.196961760520935059e-01,8.444956207275390625e+01
9.727804064750671387e-01,5.408786535263061523e-01,5.013601183891296387e-01,5.265635848045349121e-01,5.417177677154541016e+00,7.250000000000000000e+00,0.000000000000000000e+00,4.100000000000000000e+02,8.000000000000000000e+00,2.630000000000000000e+02,4.000000000000000000e+00,1.282569020986557007e-01,9.348542243242263794e-02,6.740000247955322266e-01,0.000000000000000000e+00,5.149953961372375488e-01,8.576794433593750000e+01
9.727804064750671387e-01,5.371195077896118164e-01,5.006080865859985352e-01,5.230271816253662109e-01,6.327272891998291016e+00,8.000000000000000000e+00,0.000000000000000000e+00,4.090000000000000000e+02,8.000000000000000000e+00,2.810000000000000000e+02,3.000000000000000000e+00,1.440153419971466064e-01,1.042038202285766602e-01,6.700000166893005371e-01,0.000000000000000000e+00,5.147184133529663086e-01,8.717518615722656250e+01
9.727804064750671387e-01,5.371195077896118164e-01,5.018547773361206055e-01,5.289941430091857910e-01,5.561643600463867188e+00,7.000000000000000000e+00,0.000000000000000000e+00,4.080000000000000000e+02,8.000000000000000000e+00,2.810000000000000000e+02,2.000000000000000000e+00,1.624895483255386353e-01,1.248637214303016663e-01,7.080000042915344238e-01,0.000000000000000000e+00,5.194464921951293945e-01,8.846539306640625000e+01
9.727804064750671387e-01,5.371195077896118164e-01,5.000615119934082031e-01,5.194858312606811523e-01,6.140845298767089844e+00,6.500000000000000000e+00,0.000000000000000000e+00,4.200000000000000000e+02,9.000000000000000000e+00,3.000000000000000000e+02,2.000000000000000000e+00,1.842820793390274048e-01,1.280322074890136719e-01,7.160000205039978027e-01,0.000000000000000000e+00,5.143998861312866211e-01,8.988136291503906250e+01
9.727804064750671387e-01,5.408786535263061523e-01,5.014946460723876953e-01,5.306164622306823730e-01,5.413333415985107422e+00,6.400000095367431641e+00,0.000000000000000000e+00,4.080000000000000000e+02,7.000000000000000000e+00,2.860000000000000000e+02,2.000000000000000000e+00,2.075256109237670898e-01,1.447590887546539307e-01,6.999999880790710449e-01,0.000000000000000000e+00,5.198706984519958496e-01,9.122946929931640625e+01
9.727804064750671387e-01,5.408786535263061523e-01,5.010448098182678223e-01,5.274928212165832520e-01,5.654970645904541016e+00,8.100000381469726562e+00,0.000000000000000000e+00,4.040000000000000000e+02,9.000000000000000000e+00,2.850000000000000000e+02,5.000000000000000000e+00,2.336698621511459351e-01,1.761536896228790283e-01,6.579999923706054688e-01,0.000000000000000000e+00,5.153297185897827148e-01,9.276110839843750000e+01
9.727804064750671387e-01,5.432433485984802246e-01,5.020692348480224609e-01,5.366216301918029785e-01,6.159763336181640625e+00,7.699999809265136719e+00,0.000000000000000000e+00,4.110000000000000000e+02,8.000000000000000000e+00,2.830000000000000000e+02,2.000000000000000000e+00,2.636048197746276855e-01,2.228186279535293579e-01,6.620000004768371582e-01,0.000000000000000000e+00,5.240248441696166992e-01,9.416025543212890625e+01
9.727804064750671387e-01,5.408786535263061523e-01,5.018162131309509277e-01,5.357885956764221191e-01,6.119047641754150391e+00,6.400000095367431641e+00,0.000000000000000000e+00,4.160000000000000000e+02,6.000000000000000000e+00,2.850000000000000000e+02,2.000000000000000000e+00,3.042505979537963867e-01,2.218470573425292969e-01,6.639999747276306152e-01,0.000000000000000000e+00,5.217456221580505371e-01,9.542975616455078125e+01
9.727804064750671387e-01,5.408786535263061523e-01,5.028016567230224609e-01,5.356474518775939941e-01,5.500000000000000000e+00,6.300000190734863281e+00,0.000000000000000000e+00,3.960000000000000000e+02,5.000000000000000000e+00,2.820000000000000000e+02,2.000000000000000000e+00,3.571498692035675049e-01,2.873240709304809570e-01,6.919999718666076660e-01,0.000000000000000000e+00,5.227211117744445801e-01,9.683966064453125000e+01
9.727804064750671387e-01,5.432433485984802246e-01,5.021151304244995117e-01,5.327642560005187988e-01,5.865771770477294922e+00,6.583333492279052734e+00,0.000000000000000000e+00,4.180000000000000000e+02,7.000000000000000000e+00,2.890000000000000000e+02,2.000000000000000000e+00,4.379974901676177979e-01,3.769186139106750488e-01,7.020000219345092773e-01,0.000000000000000000e+00,5.240248441696166992e-01,9.824829101562500000e+01
9.727804064750671387e-01,5.408786535263061523e-01,5.021982192993164062e-01,5.376230478286743164e-01,5.778443336486816406e+00,5.500000000000000000e+00,0.000000000000000000e+00,4.040000000000000000e+02,4.000000000000000000e+00,2.770000000000000000e+02,0.000000000000000000e+00,6.375896930694580078e-01,5.274682641029357910e-01,6.660000085830688477e-01,0.000000000000000000e+00,5.371195077896118164e-01,9.960537719726562500e+01
9.727804064750671387e-01,5.512423515319824219e-01,5.025818347930908203e-01,5.338090062141418457e-01,5.936305522918701172e+00,6.199999809265136719e+00,0.000000000000000000e+00,4.150000000000000000e+02,9.000000000000000000e+00,2.890000000000000000e+02,2.000000000000000000e+00,2.818031907081604004e-01,2.317244559526443481e-01,6.859999895095825195e-01,0.000000000000000000e+00,5.240248441696166992e-01,1.009458694458007812e+02
9.727804064750671387e-01,9.727804064750671387e-01,5.056756734848022461e-01,5.788443684577941895e-01,6.026144027709960938e+00,6.900000095367431641e+00,0.000000000000000000e+00,4.170000000000000000e+02,4.000000000000000000e+00,2.680000000000000000e+02,2.000000000000000000e+00,2.317524552345275879e-01,1.695412546396255493e-01,6.940000057220458984e-01,0.000000000000000000e+00,5.214438438415527344e-01,1.022063369750976562e+02
9.727804064750671387e-01,9.628556966781616211e-01,5.066524744033813477e-01,5.753626227378845215e-01,5.903030395507812500e+00,6.916666507720947266e+00,0.000000000000000000e+00,4.220000000000000000e+02,7.000000000000000000e+00,2.640000000000000000e+02,4.000000000000000000e+00,1.878520548343658447e-01,1.445733755826950073e-01,6.700000166893005371e-01,0.000000000000000000e+00,5.371195077896118164e-01,1.034773712158203125e+02
9.727804064750671387e-01,5.432433485984802246e-01,5.029522180557250977e-01,5.376862287521362305e-01,5.454545497894287109e+00,6.800000190734863281e+00,0.000000000000000000e+00,4.010000000000000000e+02,7.000000000000000000e+00,2.460000000000000000e+02,2.000000000000000000e+00,1.546171456575393677e-01,1.015068441629409790e-01,6.700000166893005371e-01,0.000000000000000000e+00,5.308111310005187988e-01,1.048324127197265625e+02
9.727804064750671387e-01,5.408786535263061523e-01,5.022015571594238281e-01,5.316010117530822754e-01,5.379487037658691406e+00,6.500000000000000000e+00,0.000000000000000000e+00,3.740000000000000000e+02,9.000000000000000000e+00,2.150000000000000000e+02,0.000000000000000000e+00,1.347406506538391113e-01,9.933465719223022461e-02,6.100000143051147461e-01,0.000000000000000000e+00,5.220834016799926758e-01,1.061305770874023438e+02
9.727804064750671387e-01,5.456974506378173828e-01,5.043768882751464844e-01,5.393786430358886719e-01,5.776595592498779297e+00,6.250000000000000000e+00,0.000000000000000000e+00,3.930000000000000000e+02,7.000000000000000000e+00,2.120000000000000000e+02,2.000000000000000000e+00,1.240400224924087524e-01,8.047317713499069214e-02,6.240000128746032715e-01,0.000000000000000000e+00,5.371195077896118164e-01,1.074026947021484375e+02
9.727804064750671387e-01,5.632932782173156738e-01,5.038997530937194824e-01,5.429093241691589355e-01,5.701834678649902344e+00,7.199999809265136719e+00,0.000000000000000000e+00,3.690000000000000000e+02,7.000000000000000000e+00,1.970000000000000000e+02,2.000000000000000000e+00,1.154671758413314819e-01,8.063440769910812378e-02,5.640000104904174805e-01,0.000000000000000000e+00,5.371195077896118164e-01,1.086007080078125000e+02
9.727804064750671387e-01,9.673252701759338379e-01,5.079509019851684570e-01,6.113878488540649414e-01,5.679069995880126953e+00,6.916666507720947266e+00,0.000000000000000000e+00,3.800000000000000000e+02,7.000000000000000000e+00,2.170000000000000000e+02,4.000000000000000000e+00,1.117369011044502258e-01,8.224197477102279663e-02,5.699999928474426270e-01,0.000000000000000000e+00,5.371195077896118164e-01,1.098304824829101562e+02
9.727804064750671387e-01,9.673252701759338379e-01,5.029628276824951172e-01,5.653499364852905273e-01,5.466367721557617188e+00,6.833333492279052734e+00,0.000000000000000000e+00,3.540000000000000000e+02,1.100000000000000000e+01,1.660000000000000000e+02,2.000000000000000000e+00,1.094753518700599670e-01,8.049097657203674316e-02,5.540000200271606445e-01,0.000000000000000000e+00,5.198706984519958496e-01,1.110059890747070312e+02
9.727804064750671387e-01,5.408786535263061523e-01,5.029574036598205566e-01,5.380924344062805176e-01,5.506608009338378906e+00,5.583333492279052734e+00,0.000000000000000000e+00,3.590000000000000000e+02,5.000000000000000000e+00,1.740000000000000000e+02,0.000000000000000000e+00,1.092260330915451050e-01,6.795490533113479614e-02,5.460000038146972656e-01,0.000000000000000000e+00,5.371195077896118164e-01,1.122389450073242188e+02
9.727804064750671387e-01,5.408786535263061523e-01,5.025959014892578125e-01,5.378713607788085938e-01,5.272727489471435547e+00,5.000000000000000000e+00,0.000000000000000000e+00,3.610000000000000000e+02,3.000000000000000000e+00,1.650000000000000000e+02,0.000000000000000000e+00,1.089168041944503784e-01,6.612671911716461182e-02,5.820000171661376953e-01,0.000000000000000000e+00,5.371195077896118164e-01,1.133958969116210938e+02
9.727804064750671387e-01,5.408786535263061523e-01,5.019045472145080566e-01,5.306013822555541992e-01,5.502183437347412109e+00,6.800000190734863281e+00,0.000000000000000000e+00,3.690000000000000000e+02,9.000000000000000000e+00,1.870000000000000000e+02,1.000000000000000000e+00,1.125875636935234070e-01,7.698398828506469727e-02,5.419999957084655762e-01,0.000000000000000000e+00,5.207349061965942383e-01,1.146003417968750000e+02
9.727804064750671387e-01,5.512423515319824219e-01,5.034553408622741699e-01,5.392836332321166992e-01,5.463519096374511719e+00,5.800000190734863281e+00,0.000000000000000000e+00,3.520000000000000000e+02,5.000000000000000000e+00,1.590000000000000000e+02,0.000000000000000000e+00,1.143806800246238708e-01,7.742247730493545532e-02,5.339999794960021973e-01,0.000000000000000000e+00,5.371195077896118164e-01,1.158167266845703125e+02
9.727804064750671387e-01,5.408786535263061523e-01,5.024484395980834961e-01,5.359702110290527344e-01,5.747619152069091797e+00,5.900000095367431641e+00,0.000000000000000000e+00,3.610000000000000000e+02,6.000000000000000000e+00,1.730000000000000000e+02,0.000000000000000000e+00,1.200616210699081421e-01,9.287551045417785645e-02,5.799999833106994629e-01,0.000000000000000000e+00,5.277254581451416016e-01,1.170734558105468750e+02
9.727804064750671387e-01,5.408786535263061523e-01,5.028566122055053711e-01,5.382453203201293945e-01,5.344827651977539062e+00,5.909090995788574219e+00,0.000000000000000000e+00,3.430000000000000000e+02,6.000000000000000000e+00,1.560000000000000000e+02,1.000000000000000000e+00,1.278661489486694336e-01,9.122394770383834839e-02,5.360000133514404297e-01,0.000000000000000000e+00,5.371195077896118164e-01,1.182789306640625000e+02
9.727804064750671387e-01,5.456974506378173828e-01,5.022705793380737305e-01,5.362067222595214844e-01,5.805555343627929688e+00,7.000000000000000000e+00,0.000000000000000000e+00,3.760000000000000000e+02,8.000000000000000000e+00,1.710000000000000000e+02,3.000000000000000000e+00,1.420257985591888428e-01,9.869726002216339111e-02,5.680000185966491699e-01,0.000000000000000000e+00,5.273523330688476562e-01,1.194751892089843750e+02
9.727804064750671387e-01,5.512423515319824219e-01,5.041153430938720703e-01,5.401414036750793457e-01,5.811594009399414062e+00,6.000000000000000000e+00,0.000000000000000000e+00,3.620000000000000000e+02,6.000000000000000000e+00,1.690000000000000000e+02,0.000000000000000000e+00,1.654857546091079712e-01,1.167711466550827026e-01,5.860000252723693848e-01,0.000000000000000000e+00,5.371195077896118164e-01,1.206253128051757812e+02
9.727804064750671387e-01,5.396844744682312012e-01,5.011754631996154785e-01,5.324195623397827148e-01,6.065326690673828125e+00,7.699999809265136719e+00,0.000000000000000000e+00,3.770000000000000000e+02,9.000000000000000000e+00,1.980000000000000000e+02,5.000000000000000000e+00,2.141811847686767578e-01,1.688762903213500977e-01,6.019999980926513672e-01,0.000000000000000000e+00,5.220061540603637695e-01,1.217682800292968750e+02
9.727804064750671387e-01,5.476406216621398926e-01,5.040671229362487793e-01,5.398969054222106934e-01,5.696682453155517578e+00,7.545454502105712891e+00,0.000000000000000000e+00,3.720000000000000000e+02,7.000000000000000000e+00,1.700000000000000000e+02,1.000000000000000000e+00,3.094127476215362549e-01,2.514238059520721436e-01,5.780000090599060059e-01,0.000000000000000000e+00,5.371195077896118164e-01,1.230378265380859375e+02
9.727804064750671387e-01,9.727804064750671387e-01,5.053295493125915527e-01,5.749278664588928223e-01,5.531401157379150391e+00,6.083333492279052734e+00,0.000000000000000000e+00,3.770000000000000000e+02,5.000000000000000000e+00,1.970000000000000000e+02,1.000000000000000000e+00,4.592933654785156250e-01,4.021045267581939697e-01,5.860000252723693848e-01,0.000000000000000000e+00,5.371195077896118164e-01,1.242805099487304688e+02
